id,interviewId,userId,questionId,questionType,question,answer,score,feedback,createdAt
6a5e67fdd350c2fbc7262440,6a5e67ebd350c2fbc726242d,6a566fbc2f681d770359254f,RESUME-05,technical,"You have a strong foundation in Full-Stack Web Development and IIoT. Can you describe a scenario where you had to combine these two domain skills to solve a complex problem, perhaps extending an IoT device with a web interface or vice versa? What was the problem, your approach, and the outcome?",,0,No answer provided / Skipped.,2026-07-20T18:25:01.849Z
6a61f6be3f262c16239bdde6,6a61f6b43f262c16239bdde3,6a566f322f681d770359254e,IQ-01,technical,"In your Enterprise Team Task & Attendance Management System, you implemented secure JWT-based authentication with bcrypt password hashing. Can you walk me through the entire authentication flow from user login to accessing a protected route, and discuss how you handled token expiration or refreshing?",,0,No answer provided / Skipped.,2026-07-23T11:10:54.990Z
6a61f6c03f262c16239bddea,6a61f6b43f262c16239bdde3,6a566f322f681d770359254e,IQ-02,technical,"You've listed Data Structures & Algorithms as a core concept. Can you provide a concrete example from one of your projects where selecting a specific data structure was crucial for optimizing performance, and explain your choice?",,0,No answer provided / Skipped.,2026-07-23T11:10:56.422Z
6a61f6c13f262c16239bddee,6a61f6b43f262c16239bdde3,6a566f322f681d770359254e,IQ-03,technical,Your SmartTile project achieved 98%+ RFID read accuracy and reduced manual inventory audits by 85%. What specific technical design choices or problem-solving approaches did you employ to achieve such significant improvements in accuracy and efficiency?,,0,No answer provided / Skipped.,2026-07-23T11:10:57.958Z
6a61f6c43f262c16239bddf2,6a61f6b43f262c16239bdde3,6a566f322f681d770359254e,IQ-04,technical,"You mentioned deploying the frontend and backend of your Enterprise Team Task & Attendance Management System independently on Railway. What are the key benefits of this independent deployment strategy, and what considerations did you have for ensuring smooth communication and data flow between the two deployed services?",,0,No answer provided / Skipped.,2026-07-23T11:11:00.017Z
6a61f6c53f262c16239bddf6,6a61f6b43f262c16239bdde3,6a566f322f681d770359254e,IQ-05,technical,"Given your experience with both PHP and Node.js for backend development, what factors would lead you to choose one over the other for a new web application project, considering aspects like performance, ecosystem, and scalability?",,0,No answer provided / Skipped.,2026-07-23T11:11:01.951Z
6a849eaae4bc400be1902fe8,6a849dd5e4bc400be1902fd9,6a566f322f681d770359254e,RESUME-01,resume,"Based on your resume experience in Java, JavaScript, SQL, describe a key technical project you built and how you designed its architecture.",hello  thank you to give me this opportunity I am not interested to give this question answer because I don't know what is the answer of that question thank you  next question can you tell me,75,Answer recorded.,2026-08-18T18:04:26.134Z
6a84a4ca098cd4e2c21ff310,6a84a45a098cd4e2c21fecac,6a566f322f681d770359254e,APT-01,aptitude,"City budget of ₹10 crore: Education 25%, Health 20%, Infrastructure 30%, Defense 15%, Others 10%. By how much does Infrastructure spending exceed Defense spending?",₹1 crore,85,Response recorded successfully.,2026-08-18T18:30:34.531Z
6a84ab2fab58629e778726a1,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,APT-01,aptitude,One word for 'a person who believes in the existence of God' is:,Atheist,85,Response recorded successfully.,2026-08-18T18:57:51.951Z
6a84ab30ab58629e778726af,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,TECH-01,resume,"Regarding Project Architecture in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-18T18:57:52.510Z
6a84ab4cab58629e778727bf,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,CODE-01,coding,"Given an array `arr` and a target sum `k`, write a function `longestSubarray(arr, k)` that returns the length of the longest subarray whose elements sum up to `k`.","function longestSubarray(arr, k) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-18T18:58:20.109Z
6a84ab62ab58629e77872899,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,HR-01,hr,"Tell me about yourself, your academic background, and why you are pursuing a career in software engineering.",,0,Question skipped or answer empty.,2026-08-18T18:58:42.635Z
6a84afe47c96f09c32cf3b1b,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,APT-02,aptitude,An article sold for ₹990 incurs a loss of 10%. At what price should it be sold to gain 10%?,,0,Question skipped or answer empty.,2026-08-18T19:17:56.410Z
6a84afe77c96f09c32cf3b93,6a84ab13ab58629e778725a8,6a566f322f681d770359254e,CODE-02,coding,"Given an array of intervals where intervals[i] = [start, end], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the input intervals. Write function `mergeIntervals(intervals)`.","function mergeIntervals(intervals) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-18T19:17:59.929Z
6a8523f328b8f9af72fb9765,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,APT-01,aptitude,A 110 m train at 72 km/h overtakes a 90 m train at 54 km/h moving in the same direction. How long does the overtake take?,44 s,85,Response recorded successfully.,2026-08-19T03:33:07.473Z
6a85242d28b8f9af72fb9bd7,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,APT-02,aptitude,Choose the antonym of 'Mitigate'.,,0,Question skipped or answer empty.,2026-08-19T03:34:05.038Z
6a85244e28b8f9af72fb9be1,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-01,resume,"Regarding Project Architecture in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:34:38.095Z
6a85245828b8f9af72fb9be8,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-02,resume,"Regarding API Design in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:34:48.454Z
6a85245f28b8f9af72fb9bef,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-03,resume,"Regarding Database Management in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:34:55.109Z
6a85246328b8f9af72fb9bf6,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-04,resume,"Regarding State Management in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:34:59.720Z
6a85246b28b8f9af72fb9bfd,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-05,resume,"Regarding Performance Optimization in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:35:07.810Z
6a85247f28b8f9af72fb9c04,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,CODE-01,coding,"Given an array `arr` and a target sum `k`, write a function `longestSubarray(arr, k)` that returns the length of the longest subarray whose elements sum up to `k`.","print (""Hello World"")",85,Response recorded successfully.,2026-08-19T03:35:27.377Z
6a8524c028b8f9af72fb9c0b,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,HR-01,hr,"Tell me about yourself, your academic background, and why you are pursuing a career in software engineering.",my name hello hello my name is,75,Answer recorded.,2026-08-19T03:36:32.752Z
6a8524c228b8f9af72fb9c12,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,CODE-02,coding,"Given an array of intervals where intervals[i] = [start, end], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the input intervals. Write function `mergeIntervals(intervals)`.","function mergeIntervals(intervals) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T03:36:34.458Z
6a8524c928b8f9af72fb9c19,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,CODE-03,coding,"Given a string `s` containing just the characters '(', ')', '{', '}', '[' and ']', write a function `isValid(s)` to determine if the input string is valid. An input string is valid if open brackets are closed by the same type of brackets and closed in the correct order.","function isValid(s) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T03:36:41.777Z
6a85253528b8f9af72fb9c4a,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-06,resume,"Regarding Asynchronous Processing in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:38:29.508Z
6a85254228b8f9af72fb9c51,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-07,resume,"Regarding Security & Authentication in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:38:42.786Z
6a85255528b8f9af72fb9c5d,6a8523db28b8f9af72fb948f,6a566f322f681d770359254e,TECH-08,resume,"Regarding Error Handling in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T03:39:01.028Z
6a85d6fcaa99ac5512ee3f80,6a85c6e3aa99ac5512ee3767,6a566f322f681d770359254e,APT-01,aptitude,What is the area of a rectangle with length 6 m and breadth 4 m?,10 m²,85,Response recorded successfully.,2026-08-19T16:17:00.499Z
6a85d700aa99ac5512ee3f93,6a85c6e3aa99ac5512ee3767,6a566f322f681d770359254e,APT-02,aptitude,"Find the odd one out: Apple, Mango, Potato, Orange",Apple,85,Response recorded successfully.,2026-08-19T16:17:04.296Z
6a85db8cd7ec08341fbb8de8,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,APT-01,aptitude,"Students in five classes: A 60, B 75, C 90, D 55, E 80. What percentage of all students are in class C?",,0,Question skipped or answer empty.,2026-08-19T16:36:28.747Z
6a85db96d7ec08341fbb8dee,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,HR-01,hr,"Tell me about yourself, your academic background, and why you are pursuing a career in software engineering.",,0,Question skipped or answer empty.,2026-08-19T16:36:38.777Z
6a85db9cd7ec08341fbb8df9,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,TECH-01,resume,"In your Enterprise Team Task & Attendance Management System, you implemented secure JWT-based authentication. Can you elaborate on the flow from user login to accessing a protected route, specifically mentioning how bcrypt and protected route middleware were utilized?",,0,Question skipped or answer empty.,2026-08-19T16:36:44.049Z
6a85dbbad7ec08341fbb8e0c,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,APT-02,aptitude,"Find the next number: 5, 6, 8, 11, 15, ?",,0,Question skipped or answer empty.,2026-08-19T16:37:14.572Z
6a85dbc9d7ec08341fbb8e1b,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,CODE-01,coding,"Given an array `arr` and a target sum `k`, write a function `longestSubarray(arr, k)` that returns the length of the longest subarray whose elements sum up to `k`.","function longestSubarray(arr, k) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T16:37:29.906Z
6a85dbd4d7ec08341fbb8e2b,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,CODE-02,coding,"Given an array of intervals where intervals[i] = [start, end], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the input intervals. Write function `mergeIntervals(intervals)`.","function mergeIntervals(intervals) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T16:37:40.087Z
6a85dbd8d7ec08341fbb8e36,6a85db4cd7ec08341fbb8d29,6a566f322f681d770359254e,CODE-03,coding,"Given a string `s` containing just the characters '(', ')', '{', '}', '[' and ']', write a function `isValid(s)` to determine if the input string is valid. An input string is valid if open brackets are closed by the same type of brackets and closed in the correct order.","function isValid(s) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T16:37:44.277Z
6a85ddbdd7ec08341fbb9041,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,APT-01,aptitude,What does 'cut corners' mean?,Be efficient properly,85,Response recorded successfully.,2026-08-19T16:45:49.658Z
6a85dddad7ec08341fbb904c,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,APT-02,aptitude,"If REMAIN is coded as SDNBJO (+1, −1 alternately), how is COURSE coded?",DPVSTF,85,Response recorded successfully.,2026-08-19T16:46:18.628Z
6a85ddeed7ec08341fbb9060,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,APT-03,aptitude,"Monthly salaries: Ravi ₹24,000, Priya ₹28,000, Aman ₹21,000, Neha ₹25,000, Sunil ₹22,000. Who earns the highest salary?",Priya,85,Response recorded successfully.,2026-08-19T16:46:38.991Z
6a85de10d7ec08341fbb906b,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,APT-04,aptitude,"Share price: Mon ₹100, Tue ₹110, Wed ₹121, Thu ₹133.1, Fri ₹146.41. What was the percentage increase from Tuesday to Wednesday?",,0,Question skipped or answer empty.,2026-08-19T16:47:12.775Z
6a85de19d7ec08341fbb9071,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,TECH-01,resume,"Regarding Project Architecture in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:47:21.881Z
6a85de41d7ec08341fbb9077,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,CODE-01,coding,"Given an array `arr` and a target sum `k`, write a function `longestSubarray(arr, k)` that returns the length of the longest subarray whose elements sum up to `k`.",,0,Question skipped or answer empty.,2026-08-19T16:48:01.401Z
6a85de47d7ec08341fbb907d,6a85ddaed7ec08341fbb9024,6a566f322f681d770359254e,HR-01,hr,"Tell me about yourself, your academic background, and why you are pursuing a career in software engineering.",,0,Question skipped or answer empty.,2026-08-19T16:48:07.486Z
6a85df570bfac6bec31033d9,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-02,resume,"Regarding API Design in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:52:39.260Z
6a85df5f0bfac6bec3103422,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-03,resume,"Regarding Database Management in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:52:47.331Z
6a85df640bfac6bec3103450,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-04,resume,"Regarding State Management in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:52:52.169Z
6a85df660bfac6bec310346d,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,APT-01,aptitude,"Cricket scores in five matches: 245, 187, 312, 198, 233. What is the difference between the highest and lowest scores?",,0,Question skipped or answer empty.,2026-08-19T16:52:54.871Z
6a85df6a0bfac6bec310349b,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-05,resume,"Regarding Performance Optimization in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:52:58.793Z
6a85df710bfac6bec31034bf,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-01,resume,"Regarding Project Architecture in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:53:05.576Z
6a85df8f0bfac6bec310377e,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-06,resume,"Regarding Asynchronous Processing in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:53:35.846Z
6a85e04a0bfac6bec3103aa9,6a85df070bfac6bec31030e0,6a566f322f681d770359254e,TECH-07,resume,"Regarding Security & Authentication in your project work (Java, JavaScript, SQL), how did you implement and test this capability?",,0,Question skipped or answer empty.,2026-08-19T16:56:42.089Z
6a85e4c1f086a884b54e415d,6a85e4b4f086a884b54e4147,6a566f322f681d770359254e,APT-01,aptitude,What does 'break the ice' mean?,,0,Question skipped or answer empty.,2026-08-19T17:15:45.777Z
6a85e7dff086a884b54e426f,6a85e7ccf086a884b54e4261,6a566f322f681d770359254e,APT-01,aptitude,"Temperatures: 8am 20°C, 10am 24°C, 12pm 28°C, 2pm 30°C. By how much did the temperature rise between 8am and 2pm?",10°C,85,Response recorded successfully.,2026-08-19T17:29:03.065Z
6a85e7e8f086a884b54e427a,6a85e7ccf086a884b54e4261,6a566f322f681d770359254e,APT-02,aptitude,Choose the antonym of 'Ancient'.,Old,85,Response recorded successfully.,2026-08-19T17:29:12.925Z
6a85e7f4f086a884b54e4285,6a85e7ccf086a884b54e4261,6a566f322f681d770359254e,APT-03,aptitude,In how many ways can the letters of the word APPLE be arranged?,24,85,Response recorded successfully.,2026-08-19T17:29:24.368Z
6a85e7fef086a884b54e4295,6a85e7ccf086a884b54e4261,6a566f322f681d770359254e,APT-04,aptitude,An article bought for ₹120 is sold for ₹150. Find the profit percent.,,0,Question skipped or answer empty.,2026-08-19T17:29:34.176Z
6a85e936f086a884b54e44b6,6a85e92df086a884b54e44a8,6a566f322f681d770359254e,APT-01,aptitude,What is half of 2 + 2?,2,85,Response recorded successfully.,2026-08-19T17:34:46.160Z
6a85e955f086a884b54e44c1,6a85e92df086a884b54e44a8,6a566f322f681d770359254e,APT-02,aptitude,"Find the next letter: Z, X, V, S, O, ?",J,85,Response recorded successfully.,2026-08-19T17:35:17.068Z
6a85e96cf086a884b54e44cc,6a85e92df086a884b54e44a8,6a566f322f681d770359254e,APT-03,aptitude,"Students in five classes: A 60, B 75, C 90, D 55, E 80. What is the average number of students per class?",70,85,Response recorded successfully.,2026-08-19T17:35:40.876Z
6a85e98af086a884b54e44da,6a85e92df086a884b54e44a8,6a566f322f681d770359254e,APT-04,aptitude,"Find the next number: 7, 14, 28, 56, ?","Hello, hello, hello. I'm.Is rejected answer transcription property.",85,Response recorded successfully.,2026-08-19T17:36:10.086Z
6a85ea63f086a884b54e4641,6a85ea5af086a884b54e462e,6a566f322f681d770359254e,APT-01,aptitude,An item is bought for ₹500 and sold for ₹600. What is the profit percent?,,0,Question skipped or answer empty.,2026-08-19T17:39:47.531Z
6a85eabbf086a884b54e46fc,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,APT-01,aptitude,Choose the antonym of 'Opaque'.,,0,Question skipped or answer empty.,2026-08-19T17:41:15.338Z
6a85eabef086a884b54e4705,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,TECH-01,resume,"Regarding Project Architecture in your work with Java, how did you design and implement your solution?",,0,Question skipped or answer empty.,2026-08-19T17:41:18.616Z
6a85eac0f086a884b54e470d,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,CODE-01,coding,"Given an array `arr` and a target sum `k`, write a function `longestSubarray(arr, k)` that returns the length of the longest subarray whose elements sum up to `k`.","function longestSubarray(arr, k) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T17:41:20.981Z
6a85eac4f086a884b54e4713,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,HR-01,hr,"Tell me about yourself, your academic background, and why you are pursuing a career in software engineering.",,0,Question skipped or answer empty.,2026-08-19T17:41:24.220Z
6a85eac9f086a884b54e4719,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,CODE-02,coding,"Given an array of intervals where intervals[i] = [start, end], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the input intervals. Write function `mergeIntervals(intervals)`.","function mergeIntervals(intervals) {
  // Write your code here
  
}",85,Response recorded successfully.,2026-08-19T17:41:29.291Z
6a85ead0f086a884b54e4724,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,TECH-02,resume,"Regarding API Design in your work with Java, how did you design and implement your solution?",,0,Question skipped or answer empty.,2026-08-19T17:41:36.581Z
6a85ead5f086a884b54e472a,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,TECH-03,resume,"Regarding Database Querying in your work with Java, how did you design and implement your solution?",,0,Question skipped or answer empty.,2026-08-19T17:41:41.022Z
6a85eadaf086a884b54e4730,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,TECH-04,resume,"Regarding State Management in your work with Java, how did you design and implement your solution?",,0,Question skipped or answer empty.,2026-08-19T17:41:46.091Z
6a85eb01f086a884b54e473f,6a85eaabf086a884b54e46ec,6a566f322f681d770359254e,TECH-06,resume,"Regarding Asynchronous Operations in your work with Java, how did you design and implement your solution?",What is difference between X and abstraction?,75,Answer recorded.,2026-08-19T17:42:25.837Z
